EMPLOYER	JOB TITLE	BASE SALARY	LOCATION	SUBMIT DATE	START DATE
KATANA GRAPH INC	MACHINE LEARNING ENGINEER	135000.0	LAKEWOOD, CO	05/02/2022	10/01/2022
DIMENSIONALMECHANICS INC	MACHINE LEARNING ENGINEER	135000.0	BELLEVUE, WA	03/23/2018	09/19/2018
WEST VIRGINIA UNIVERSITY HOSPITALS INC	MACHINE LEARNING ENGINEER	135054.0	MORGANTOWN, WV	03/02/2020	08/17/2020
WORKDAY INC	MACHINE LEARNING ENGINEER	135600.0	PLEASANTON, CA	04/12/2019	09/08/2019
WORKDAY INC	MACHINE LEARNING ENGINEER	135600.0	PLEASANTON, CA	08/12/2019	09/09/2019
GLASSDOOR INC	MACHINE LEARNING ENGINEER	136000.0	MILL VALLEY, CA	06/08/2021	06/14/2021
GLASSDOOR INC	MACHINE LEARNING ENGINEER	136000.0	DALLAS, TX	06/28/2021	07/01/2021
MAPLEBEAR INC	MACHINE LEARNING ENGINEER	136000.0	SAN FRANCISCO, CA	03/09/2018	09/08/2018
GLASSDOOR INC	MACHINE LEARNING ENGINEER	136000.0	MILL VALLEY, CA	06/08/2021	06/14/2021
GLASSDOOR INC	MACHINE LEARNING ENGINEER	136000.0	MILL VALLEY, CA	06/07/2021	06/11/2021
DXFACTOR LLC	MACHINE LEARNING ENGINEER	136053.0	MCLEAN, VA	03/20/2019	09/19/2019
DXFACTOR LLC	MACHINE LEARNING ENGINEER	136053.0	MCLEAN, VA	04/01/2019	04/08/2019
INTEGRATION APPLIANCE INC	MACHINE LEARNING ENGINEER	136988.0	PALO ALTO, CA	02/20/2020	08/19/2020
STANDARD & POOR'S FINANCIAL SERVICES LLC	MACHINE LEARNING ENGINEER	137000.0	NEW YORK, NY	06/26/2019	07/16/2019
TULIP INTERFACES INC	MACHINE LEARNING ENGINEER	137000.0	MOUNTAIN VIEW, CA	06/10/2022	07/10/2022
SERVICENOW INC	MACHINE LEARNING ENGINEER	137080.0	SANTA CLARA, CA	03/24/2020	08/16/2020
EVERSTRING TECHNOLOGY LIMITED	MACHINE LEARNING ENGINEER	137500.0	SAN MATEO, CA	11/14/2016	11/22/2016
CITIZENNET INC	MACHINE LEARNING ENGINEER	137500.0	CULVER CITY, CA	06/01/2017	09/02/2017
SIMULMEDIA INC	MACHINE LEARNING ENGINEER	137500.0	NEW YORK, NY	05/20/2020	06/01/2020
FIVERITY INC	MACHINE LEARNING ENGINEER	137500.0	BOSTON, MA	12/20/2021	01/19/2022
AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC	MACHINE LEARNING ENGINEER	137760.0	PHOENIX, AZ	04/26/2021	10/01/2021
BMW OF NORTH AMERICA LLC	MACHINE LEARNING ENGINEER	138000.0	MOUNTAIN VIEW, CA	01/26/2018	02/05/2018
PATH ROBOTICS INC	MACHINE LEARNING ENGINEER	138091.0	WELLESLEY HILLS, MA	11/30/2020	12/07/2020
DROPBOX INC	MACHINE LEARNING ENGINEER	138091.0	SAN FRANCISCO, CA	02/26/2019	08/25/2019
PINTEREST INC	MACHINE LEARNING ENGINEER	138091.0	SAN FRANCISCO, CA	01/25/2019	06/06/2019
THE PUBLIC HEALTH COMPANY GROUP INC	MACHINE LEARNING ENGINEER	138112.0	GOLETA, CA	02/01/2022	02/14/2022
VMWARE INC	MACHINE LEARNING ENGINEER	138337.0	BELLEVUE, WA	03/12/2022	09/10/2022
AUTODESK INC	MACHINE LEARNING ENGINEER	138611.0	SAN DIEGO, CA	02/15/2022	02/28/2022
TWITTER INC	MACHINE LEARNING ENGINEER	139000.0	SAN FRANCISCO, CA	05/07/2020	10/01/2020
BENEVOLENT TECHNOLOGY INC	MACHINE LEARNING ENGINEER	139050.0	BROOKLYN, NY	03/22/2019	09/19/2019
BENEVOLENT TECHNOLOGY INC	MACHINE LEARNING ENGINEER	139050.0	BROOKLYN, NY	03/22/2019	09/19/2019
ATLASSIAN INC	MACHINE LEARNING ENGINEER	139400.0	JERSEY CITY, NJ	11/08/2021	12/06/2021
UNITY TECHNOLOGIES SF	MACHINE LEARNING ENGINEER	139880.0	BELLEVUE, WA	12/09/2020	12/17/2020
ENOVANT TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	140000.0	CAMBRIDGE, MA	01/15/2021	01/22/2021
CAREMARK LLC	MACHINE LEARNING ENGINEER	140000.0	NEW YORK, NY	07/08/2022	08/01/2022
S&P GLOBAL MARKET INTELLIGENCE INC	MACHINE LEARNING ENGINEER	140000.0	NEW YORK, NY	11/30/2020	05/04/2021
TESLA INC	MACHINE LEARNING ENGINEER	140000.0	PALO ALTO, CA	08/06/2021	10/01/2021
UPTAKE TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	140000.0	CHICAGO, IL	12/09/2020	12/28/2020
CHANGE HEALTHCARE TECHNOLOGIES LLC	MACHINE LEARNING ENGINEER	140000.0	SEATTLE, WA	12/11/2020	12/31/2020
ETSY INC	MACHINE LEARNING ENGINEER	140000.0	SAN FRANCISCO, CA	03/30/2020	04/21/2020
PATHAI INC	MACHINE LEARNING ENGINEER	140000.0	BOSTON, MA	04/29/2021	10/01/2021
PATHAI INC	MACHINE LEARNING ENGINEER	140000.0	BOSTON, MA	04/29/2021	10/01/2021
TESLA INC	MACHINE LEARNING ENGINEER	140000.0	PALO ALTO, CA	05/03/2021	10/01/2021
PATHAI INC	MACHINE LEARNING ENGINEER	140000.0	BOSTON, MA	05/06/2021	10/01/2021
ENSODATA INC	MACHINE LEARNING ENGINEER	140000.0	PHILADELPHIA, PA	05/12/2021	05/20/2021
APPDIFF INC	MACHINE LEARNING ENGINEER	140000.0	CHARLOTTE, NC	04/27/2020	05/04/2020
TOPHATTER INC	MACHINE LEARNING ENGINEER	140000.0	SAN FRANCISCO, CA	02/12/2018	03/01/2018
INNOVASEA SYSTEMS INC	MACHINE LEARNING ENGINEER	140000.0	BOSTON, MA	06/26/2018	07/16/2018
SONY INTERACTIVE ENTERTAINMENT LLC	MACHINE LEARNING ENGINEER	140000.0	SAN MATEO, CA	02/11/2021	03/29/2021
TINDER INC	MACHINE LEARNING ENGINEER	140000.0	WEST HOLLYWOOD, CA	02/27/2015	02/27/2015
ZILLOW INC	MACHINE LEARNING ENGINEER	140000.0	SEATTLE, WA	02/24/2021	08/26/2021
ETSY INC	MACHINE LEARNING ENGINEER	140000.0	BROOKLYN, NY	02/04/2020	08/05/2020
MICROSOFT CORPORATION	MACHINE LEARNING ENGINEER	140000.0	REDMOND, WA	02/05/2020	02/11/2020
ETSY INC	MACHINE LEARNING ENGINEER	140000.0	NEW YORK, NY	03/03/2021	08/31/2021
MICROSOFT CORPORATION	MACHINE LEARNING ENGINEER	140000.0	REDMOND, WA	02/06/2020	02/11/2020
WAL-MART ASSOCIATES INC	MACHINE LEARNING ENGINEER	140000.0	HOBOKEN, NJ	02/06/2020	08/06/2020
ETSY INC	MACHINE LEARNING ENGINEER	140000.0	BROOKLYN, NY	02/07/2020	08/07/2020
ETSY INC	MACHINE LEARNING ENGINEER	140000.0	BROOKLYN, NY	02/10/2020	08/11/2020
ETSY INC	MACHINE LEARNING ENGINEER	140000.0	BROOKLYN, NY	02/10/2020	08/11/2020
MICROSOFT CORPORATION	MACHINE LEARNING ENGINEER	140000.0	REDMOND, WA	02/20/2020	02/26/2020
VIRALSPACE INC	MACHINE LEARNING ENGINEER	140000.0	PALO ALTO, CA	02/27/2020	03/04/2020
ZILLOW INC	MACHINE LEARNING ENGINEER	140000.0	SEATTLE, WA	02/27/2020	08/21/2020
TINDER INC	MACHINE LEARNING ENGINEER	140000.0	WEST HOLLYWOOD, CA	10/23/2015	10/29/2015
MOVEWORKS INC	MACHINE LEARNING ENGINEER	140000.0	MOUNTAIN VIEW, CA	03/08/2019	08/31/2019
MOVEWORKS INC	MACHINE LEARNING ENGINEER	140000.0	MOUNTAIN VIEW, CA	03/13/2019	09/11/2019
INNOVASEA SYSTEMS INC	MACHINE LEARNING ENGINEER	140000.0	SEATTLE, WA	08/14/2019	09/02/2019
SYNAPSE FINANCIAL TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	140000.0	SAN FRANCISCO, CA	03/18/2019	09/17/2019
APPDIFF INC	MACHINE LEARNING ENGINEER	140000.0	SAN FRANCISCO, CA	03/20/2019	08/01/2019
PRIMER TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	140000.0	SAN FRANCISCO, CA	03/19/2018	09/02/2018
HAPPY ALGORITHM INC	MACHINE LEARNING ENGINEER	140000.0	SAN FRANCISCO, CA	03/09/2020	09/02/2020
ANAPLAN INC	MACHINE LEARNING ENGINEER	140000.0	SAN FRANCISCO, CA	03/10/2020	08/31/2020
MAPLEBEAR INC	MACHINE LEARNING ENGINEER	140000.0	SAN FRANCISCO, CA	03/08/2019	09/07/2019
PATHAI INC	MACHINE LEARNING ENGINEER	140000.0	BOSTON, MA	04/16/2021	10/01/2021
ENOVANT TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	140000.0	CAMBRIDGE, MA	01/15/2021	01/22/2021
FYUSION INC	MACHINE LEARNING ENGINEER	140000.0	SAN FRANCISCO, CA	03/22/2018	09/21/2018
PRIMER TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	140000.0	SAN FRANCISCO, CA	03/19/2018	09/02/2018
ETSY INC	MACHINE LEARNING ENGINEER	140000.0	BROOKLYN, NY	06/21/2019	07/08/2019
PELOTON INTERACTIVE INC	MACHINE LEARNING ENGINEER	140000.0	NEW YORK, NY	03/21/2019	09/15/2019
ETSY INC	MACHINE LEARNING ENGINEER	140000.0	BROOKLYN, NY	02/21/2019	08/21/2019
COGNITIVE SCALE INC	MACHINE LEARNING ENGINEER	140000.0	AUSTIN, TX	04/02/2019	04/22/2019
SAIC INNOVATION CENTER LLC	MACHINE LEARNING ENGINEER	140000.0	SAN JOSE, CA	03/07/2019	09/05/2019
ETSY INC	MACHINE LEARNING ENGINEER	140000.0	SAN FRANCISCO, CA	03/05/2019	08/28/2019
FORESIGHT INC	MACHINE LEARNING ENGINEER	140000.0	SAN JOSE, CA	02/27/2019	08/29/2019
FORESIGHT AI INC	MACHINE LEARNING ENGINEER	140000.0	SAN JOSE, CA	02/27/2019	08/29/2019
FORESIGHT AI INC	MACHINE LEARNING ENGINEER	140000.0	SAN JOSE, CA	02/27/2019	08/29/2019
OUTREACH CORPORATION	MACHINE LEARNING ENGINEER	140000.0	SEATTLE, WA	02/26/2019	08/26/2019
TOPHATTER INC	MACHINE LEARNING ENGINEER	140000.0	SAN FRANCISCO, CA	02/12/2018	03/01/2018
TOWNSEND STREET LABS INC	MACHINE LEARNING ENGINEER	140000.0	SAN FRANCISCO, CA	09/04/2020	10/01/2020
APPDIFF INC	MACHINE LEARNING ENGINEER	140000.0	CHARLOTTE, NC	04/27/2020	05/04/2020
ZILLOW INC	MACHINE LEARNING ENGINEER	140000.0	SEATTLE, WA	02/24/2021	08/26/2021
OVERJET INC	MACHINE LEARNING ENGINEER	140000.0	BOSTON, MA	11/03/2021	11/05/2021
MICHAELS STORES INC	MACHINE LEARNING ENGINEER	140000.0	IRVING, TX	12/27/2021	01/31/2022
GRAY ASSOCIATES INC	MACHINE LEARNING ENGINEER	140000.0	CONCORD, MA	02/07/2022	02/16/2022
ALT PLATFORM INC	MACHINE LEARNING ENGINEER	140000.0	NEW YORK, NY	03/09/2022	03/15/2022
MICRON TECHNOLOGY INC	MACHINE LEARNING ENGINEER	140000.0	BOISE, ID	03/21/2022	09/12/2022
GRAY ASSOCIATES INC	MACHINE LEARNING ENGINEER	140000.0	CONCORD, MA	03/22/2022	03/22/2022
SONY INTERACTIVE ENTERTAINMENT LLC	MACHINE LEARNING ENGINEER	140000.0	SAN FRANCISCO, CA	04/04/2022	10/01/2022
SIMPLEBET INC	MACHINE LEARNING ENGINEER	140000.0	NEW YORK, NY	04/14/2022	04/25/2022
DIFFBOT TECHNOLOGIES CORP	MACHINE LEARNING ENGINEER	140000.0	MENLO PARK, CA	05/09/2022	10/01/2022
CASTLE GLOBAL INC	MACHINE LEARNING ENGINEER	140000.0	SAN FRANCISCO, CA	05/23/2022	10/01/2022
ROKT CORP	MACHINE LEARNING ENGINEER	140000.0	NEW YORK CITY, NY	05/27/2022	10/01/2022
ASK MEDIA GROUP LLC	MACHINE LEARNING ENGINEER	140000.0	OAKLAND, CA	06/07/2022	06/21/2022
VMWARE INC	MACHINE LEARNING ENGINEER	140100.0	PALO ALTO, CA	02/09/2021	07/29/2021
ZOOM VIDEO COMMUNICATIONS INC	MACHINE LEARNING ENGINEER	140442.0	SAN JOSE, CA	08/25/2022	09/06/2022
WAYFAIR LLC	MACHINE LEARNING ENGINEER	140454.0	BOSTON, MA	02/22/2022	08/15/2022
STRIPE INC	MACHINE LEARNING ENGINEER	140920.0	SEATTLE, WA	02/15/2022	08/08/2022
ROSWELL BIOTECHNOLOGIES INC	MACHINE LEARNING ENGINEER	141000.0	SAN DIEGO, CA	08/24/2021	10/01/2021
MOTIONAL AD INC	MACHINE LEARNING ENGINEER	141378.0	MILPITAS, CA	09/09/2022	09/26/2022
UBER TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	141419.0	PALO ALTO, CA	01/09/2019	01/15/2019
INSTRUMENTAL INC	MACHINE LEARNING ENGINEER	141586.0	PALO ALTO, CA	02/26/2020	08/19/2020
INSTRUMENTAL INC	MACHINE LEARNING ENGINEER	141586.0	PALO ALTO, CA	02/26/2020	08/19/2020
MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA INC	MACHINE LEARNING ENGINEER	141586.0	SUNNYVALE, CA	03/11/2020	08/01/2020
INSTRUMENTAL INC	MACHINE LEARNING ENGINEER	141586.0	PALO ALTO, CA	02/26/2020	08/19/2020
INSTRUMENTAL INC	MACHINE LEARNING ENGINEER	141586.0	PALO ALTO, CA	02/26/2020	08/19/2020
PATHAI INC	MACHINE LEARNING ENGINEER	142000.0	BOSTON, MA	04/17/2020	10/01/2020
PATHAI INC	MACHINE LEARNING ENGINEER	142000.0	BOSTON, MA	04/17/2020	10/01/2020
PATHAI INC	MACHINE LEARNING ENGINEER	142000.0	BOSTON, MA	04/17/2020	10/01/2020
VISUAL CONCEPTS ENTERTAINMENT	MACHINE LEARNING ENGINEER	142147.0	NOVATO, CA	03/17/2021	09/15/2021
PINTEREST INC	MACHINE LEARNING ENGINEER	142168.0	SAN FRANCISCO, CA	03/14/2018	09/13/2018
PINTEREST INC	MACHINE LEARNING ENGINEER	142168.0	SAN FRANCISCO, CA	03/14/2018	09/13/2018
INTUITIVE SURGICAL OPERATIONS INC	MACHINE LEARNING ENGINEER	142438.0	SUNNYVALE, CA	05/05/2022	10/01/2022
PLAYQ INC	MACHINE LEARNING ENGINEER	142667.0	SANTA MONICA, CA	03/11/2021	09/08/2021
REMITLY INC	MACHINE LEARNING ENGINEER	142758.0	SEATTLE, WA	03/23/2022	08/05/2022
TWITTER INC	MACHINE LEARNING ENGINEER	143000.0	SEATTLE, WA	10/16/2020	10/23/2020
SENSE LABS INC	MACHINE LEARNING ENGINEER	143000.0	CAMBRIDGE, MA	04/07/2022	10/01/2022
SENSE LABS INC	MACHINE LEARNING ENGINEER	143000.0	CAMBRIDGE, MA	04/08/2022	10/01/2022
PATHAI INC	MACHINE LEARNING ENGINEER	143000.0	BOSTON, MA	02/28/2019	08/25/2019
PATHAI INC	MACHINE LEARNING ENGINEER	143000.0	BOSTON, MA	03/06/2019	08/25/2019
ETSY INC	MACHINE LEARNING ENGINEER	143500.0	SAN FRANCISCO, CA	02/10/2021	02/22/2021
ETSY INC	MACHINE LEARNING ENGINEER	143500.0	BROOKLYN, NY	03/03/2021	08/31/2021
ETSY INC	MACHINE LEARNING ENGINEER	143500.0	BROOKLYN, NY	03/03/2021	08/31/2021
WORKDAY INC	MACHINE LEARNING ENGINEER	143800.0	PLEASANTON, CA	07/09/2021	07/14/2021
WORKDAY INC	MACHINE LEARNING ENGINEER	143800.0	PLEASANTON, CA	03/18/2022	09/09/2022
PRIMER TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	144000.0	SAN FRANCISCO, CA	03/19/2018	09/02/2018
PINTEREST INC	MACHINE LEARNING ENGINEER	144040.0	PALO ALTO, CA	10/15/2019	11/01/2019
ZILLOW INC	MACHINE LEARNING ENGINEER	144040.0	SAN FRANCISCO, CA	12/19/2019	01/13/2020
MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA INC	MACHINE LEARNING ENGINEER	144123.0	SUNNYVALE, CA	05/06/2021	09/25/2021
ZILLOW INC	MACHINE LEARNING ENGINEER	144123.0	SEATTLE, WA	03/04/2020	08/21/2020
ACTIVEHOURS INC	MACHINE LEARNING ENGINEER	144500.0	PALO ALTO, CA	03/18/2020	09/16/2020
STRIPE INC	MACHINE LEARNING ENGINEER	144726.0	SOUTH SAN FRANCISCO, CA	05/11/2022	10/01/2022
ABNORMAL SECURITY CORPORATION	MACHINE LEARNING ENGINEER	144726.0	SAN FRANCISCO, CA	06/03/2022	06/27/2022
SCALE AI INC	MACHINE LEARNING ENGINEER	144750.0	SAN FRANCISCO, CA	04/01/2022	10/01/2022
CHANGE HEALTHCARE TECHNOLOGIES LLC	MACHINE LEARNING ENGINEER	145000.0	NATICK, MA	08/10/2021	08/16/2021
BLUE RIVER TECHNOLOGY	MACHINE LEARNING ENGINEER	145000.0	SUNNYVALE, CA	08/16/2021	10/01/2021
NAUTO INC	MACHINE LEARNING ENGINEER	145000.0	PALO ALTO, CA	01/02/2017	01/09/2017
NAUTO INC	MACHINE LEARNING ENGINEER	145000.0	PALO ALTO, CA	01/05/2017	01/16/2017
WAL-MART ASSOCIATES INC	MACHINE LEARNING ENGINEER	145000.0	HOBOKEN, NJ	10/30/2019	11/18/2019
JPMORGAN CHASE & CO	MACHINE LEARNING ENGINEER	145000.0	SAN MATEO, CA	04/20/2020	05/01/2020
JPMORGAN CHASE & CO	MACHINE LEARNING ENGINEER	145000.0	SAN MATEO, CA	04/24/2020	05/11/2020
BLACK SESAME TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	145000.0	SANTA CLARA, CA	04/17/2018	05/01/2018
CREDIT KARMA INC	MACHINE LEARNING ENGINEER	145000.0	SAN FRANCISCO, CA	04/19/2017	04/24/2017
NURO INC	MACHINE LEARNING ENGINEER	145000.0	MOUNTAIN VIEW, CA	03/02/2021	08/30/2021
NURO INC	MACHINE LEARNING ENGINEER	145000.0	MOUNTAIN VIEW, CA	03/02/2021	08/30/2021
CHANGE HEALTHCARE TECHNOLOGIES LLC	MACHINE LEARNING ENGINEER	145000.0	EMERYVILLE, CA	03/15/2021	09/05/2021
SWIMIT INC	MACHINE LEARNING ENGINEER	145000.0	SAN JOSE, CA	11/01/2017	11/20/2017
PRIMER TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	145000.0	SAN FRANCISCO, CA	03/19/2018	09/02/2018
ZILLOW INC	MACHINE LEARNING ENGINEER	145000.0	SAN FRANCISCO, CA	02/27/2020	08/21/2020
HYPER LABS INC	MACHINE LEARNING ENGINEER	145000.0	NEW YORK, NY	03/03/2020	09/02/2020
MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA INC	MACHINE LEARNING ENGINEER	145000.0	SUNNYVALE, CA	03/11/2019	08/28/2019
INVITAE CORPORATION	MACHINE LEARNING ENGINEER	145000.0	SAN FRANCISCO, CA	07/10/2019	07/15/2019
GM CRUISE LLC	MACHINE LEARNING ENGINEER	145000.0	SAN FRANCISCO, CA	03/12/2019	09/10/2019
BAIDU USA LLC	MACHINE LEARNING ENGINEER	145000.0	SUNNYVALE, CA	03/04/2016	08/01/2016
WAL-MART ASSOCIATES INC	MACHINE LEARNING ENGINEER	145000.0	HOBOKEN, NJ	08/05/2019	08/19/2019
WAL-MART ASSOCIATES INC	MACHINE LEARNING ENGINEER	145000.0	HOBOKEN, NJ	10/30/2019	11/18/2019
CHANGE HEALTHCARE TECHNOLOGIES LLC	MACHINE LEARNING ENGINEER	145000.0	NATICK, MA	08/10/2021	08/16/2021
CHERRE INC	MACHINE LEARNING ENGINEER	145000.0	ATLANTA, GA	09/29/2021	10/25/2021
BLUE RIVER TECHNOLOGY	MACHINE LEARNING ENGINEER	145000.0	SUNNYVALE, CA	12/06/2021	02/15/2022
MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA INC	MACHINE LEARNING ENGINEER	145000.0	SUNNYVALE, CA	12/16/2021	12/27/2021
ROIVANT SCIENCES INC	MACHINE LEARNING ENGINEER	145000.0	DUBLIN, CA	02/07/2022	03/01/2022
SHIPT INC	MACHINE LEARNING ENGINEER	145000.0	SAN FRANCISCO, CA	04/11/2022	10/01/2022
MICRON TECHNOLOGY INC	MACHINE LEARNING ENGINEER	145000.0	BOISE, ID	04/26/2022	10/01/2022
CROSSING MINDS INC	MACHINE LEARNING ENGINEER	145000.0	SAN FRANCISCO, CA	04/28/2022	10/01/2022
GATC HEALTH CORP	MACHINE LEARNING ENGINEER	145000.0	IRVINE, CA	05/16/2022	06/01/2022
THREDUP INC	MACHINE LEARNING ENGINEER	145000.0	OAKLAND, CA	07/01/2019	10/01/2019
ZOOM VIDEO COMMUNICATIONS INC	MACHINE LEARNING ENGINEER	145068.0	SAN JOSE, CA	08/24/2021	09/06/2021
ABNORMAL SECURITY CORPORATION	MACHINE LEARNING ENGINEER	145246.0	SAN FRANCISCO, CA	06/30/2021	07/26/2021
CLOUDWICK TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	145246.0	NEWARK, CA	09/10/2020	01/01/2021
CLOUDWICK TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	145246.0	NEWARK, CA	09/10/2020	01/01/2021
ABNORMAL SECURITY CORPORATION	MACHINE LEARNING ENGINEER	145454.0	ENGLEWOOD, NJ	08/27/2021	08/30/2021
DROPBOX INC	MACHINE LEARNING ENGINEER	145500.0	SEATTLE, WA	02/04/2020	03/02/2020
OVERJET INC	MACHINE LEARNING ENGINEER	145600.0	BOSTON, MA	06/01/2022	10/01/2022
PINTEREST INC	MACHINE LEARNING ENGINEER	145700.0	SEATTLE, WA	05/20/2022	07/08/2022
INSTRUMENTAL INC	MACHINE LEARNING ENGINEER	145725.0	PALO ALTO, CA	03/05/2021	08/28/2021
ONELOOK INC	MACHINE LEARNING ENGINEER	146000.0	MOUNTAIN VIEW, CA	06/18/2021	10/01/2021
ACTIVEHOURS INC	MACHINE LEARNING ENGINEER	146827.0	PALO ALTO, CA	05/05/2022	05/23/2022
ALLUXIO INC	MACHINE LEARNING ENGINEER	147000.0	SAN MATEO, CA	05/24/2022	06/01/2022
DROPBOX INC	MACHINE LEARNING ENGINEER	147100.0	SAN FRANCISCO, CA	08/10/2022	08/17/2022
BLUE HEXAGON INC	MACHINE LEARNING ENGINEER	147347.0	SUNNYVALE, CA	03/19/2018	09/01/2018
BLUE HEXAGON INC	MACHINE LEARNING ENGINEER	147347.0	SUNNYVALE, CA	03/12/2018	09/01/2018
DROPBOX INC	MACHINE LEARNING ENGINEER	147900.0	SAN FRANCISCO, CA	10/27/2021	11/29/2021
PAYPAL DATA SERVICES INC	MACHINE LEARNING ENGINEER	148000.0	AUSTIN, TX	12/23/2020	12/28/2020
STRIPE INC	MACHINE LEARNING ENGINEER	148013.0	SEATTLE, WA	07/07/2022	07/23/2022
INNOVASEA SYSTEMS INC	MACHINE LEARNING ENGINEER	148878.0	BAINBRIDGE ISLAND, WA	04/16/2021	07/15/2021
VOLVO CAR TECHNOLOGY USA LLC	MACHINE LEARNING ENGINEER	149000.0	SANTA CLARA, CA	04/13/2021	04/20/2021
SQUARE INC	MACHINE LEARNING ENGINEER	149400.0	WHITE LAKE, MI	04/27/2021	05/10/2021
PAYPAL INC	MACHINE LEARNING ENGINEER	150000.0	SAN JOSE, CA	10/15/2020	10/26/2020
KRAFT FOODS GROUP BRANDS LLC	MACHINE LEARNING ENGINEER	150000.0	CHICAGO, IL	05/19/2021	05/31/2021
PATHAI INC	MACHINE LEARNING ENGINEER	150000.0	CAMBRIDGE, MA	03/14/2018	09/08/2018
FATHOM RADIANT PBC	MACHINE LEARNING ENGINEER	150000.0	BOULDER, CO	06/04/2021	07/01/2021
MAPLEBEAR INC	MACHINE LEARNING ENGINEER	150000.0	SAN FRANCISCO, CA	02/08/2021	04/05/2021
ETSY INC	MACHINE LEARNING ENGINEER	150000.0	SAN FRANCISCO, CA	02/04/2020	08/05/2020
ETSY INC	MACHINE LEARNING ENGINEER	150000.0	BROOKLYN, NY	03/04/2021	09/02/2021
KENSHO TECHNOLOGIES LLC	MACHINE LEARNING ENGINEER	150000.0	PACIFIC PALISADES, CA	02/14/2020	07/29/2020
CISCO SYSTEMS INC	MACHINE LEARNING ENGINEER	150000.0	SAN JOSE, CA	03/23/2021	04/05/2021
BUXTON CONSULTING	MACHINE LEARNING ENGINEER	150000.0	PLEASANTON, CA	02/26/2020	04/07/2020
HELIOS DATA INC	MACHINE LEARNING ENGINEER	150000.0	MOUNTAIN VIEW, CA	04/11/2018	04/20/2018
KENSHO TECHNOLOGIES LLC	MACHINE LEARNING ENGINEER	150000.0	CAMBRIDGE, MA	03/01/2019	08/01/2019
CALICO LIFE SCIENCES LLC	MACHINE LEARNING ENGINEER	150000.0	SOUTH SAN FRANCISCO, CA	03/14/2019	09/10/2019
EBAY INC	MACHINE LEARNING ENGINEER	150000.0	BELLEVUE, WA	07/24/2019	08/05/2019
SENSE TALENT LABS INC	MACHINE LEARNING ENGINEER	150000.0	SAN FRANCISCO, CA	03/19/2019	09/17/2019
OCROLUS INC	MACHINE LEARNING ENGINEER	150000.0	NEW YORK, NY	03/11/2020	09/02/2020
KRAFT FOODS GROUP BRANDS LLC	MACHINE LEARNING ENGINEER	150000.0	CHICAGO, IL	06/27/2022	07/05/2022
SENSE TALENT LABS INC	MACHINE LEARNING ENGINEER	150000.0	SAN FRANCISCO, CA	03/12/2018	09/05/2018
MAVEN COALITION INC	MACHINE LEARNING ENGINEER	150000.0	SEATTLE, WA	06/15/2021	09/06/2021
MAVEN COALITION INC	MACHINE LEARNING ENGINEER	150000.0	SAN FRANCISCO, CA	06/15/2021	09/06/2021
MAVEN COALITION INC	MACHINE LEARNING ENGINEER	150000.0	SEATTLE, WA	06/22/2021	08/27/2021
BUXTON CONSULTING	MACHINE LEARNING ENGINEER	150000.0	PARLIN, NJ	05/27/2020	05/27/2020
MOVEWORKS INC	MACHINE LEARNING ENGINEER	150000.0	MOUNTAIN VIEW, CA	06/01/2020	10/01/2020
BAIDU USA LLC	MACHINE LEARNING ENGINEER	150000.0	SUNNYVALE, CA	08/07/2015	09/07/2015
ALT PLATFORM INC	MACHINE LEARNING ENGINEER	150000.0	SAN FRANCISCO, CA	07/07/2020	07/14/2020
CALICO LLC	MACHINE LEARNING ENGINEER	150000.0	SOUTH SAN FRANCISCO, CA	09/05/2017	09/07/2017
SIFT SCIENCE INC	MACHINE LEARNING ENGINEER	150000.0	SAN FRANCISCO, CA	09/12/2017	09/25/2017
PATHAI INC	MACHINE LEARNING ENGINEER	150000.0	BOSTON, MA	02/28/2019	08/25/2019
PATHAI INC	MACHINE LEARNING ENGINEER	150000.0	BOSTON, MA	02/28/2019	08/25/2019
PATHAI INC	MACHINE LEARNING ENGINEER	150000.0	BOSTON, MA	02/28/2019	08/25/2019
PATHAI INC	MACHINE LEARNING ENGINEER	150000.0	BOSTON, MA	02/28/2019	08/25/2019
PATHAI INC	MACHINE LEARNING ENGINEER	150000.0	BOSTON, MA	02/28/2019	08/25/2019
PATHAI INC	MACHINE LEARNING ENGINEER	150000.0	BOSTON, MA	03/06/2019	08/25/2019
